ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,TrafficConditionNearby_numeric,Price
17058,Shopping,1920,26.15050395,91.73353109,958,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.798958333333333
11810,Others-CCCPS135a,3883,26.14749943,91.72800489,2007,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.816868400721091
7874,Broad Street,690,26.13795775,91.74099445,415,bike,low,3,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,11.40144927536232
6562,BHMNCPNST01,485,26.14004753,91.73097233,278,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.873195876288658
2626,BHMEURBRD01,470,26.14901995,91.7395035,269,truck,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.872340425531915
3938,BHMMBMMBX01,687,20.0000347,78.00000286,346,truck,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.803639010189228
2,BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.438648180242634
15746,Others-CCCPS98,3103,26.14749998,91.72797778,792,car,low,3,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,11.055236867547535
5250,BHMNCPHST01,1200,26.14001386,91.73099967,441,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.6675
13122,Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,10.588729996595166
9186,Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1,11.730064708810353
2627,BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.546808510638298
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,10.827131782945736
13123,Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.152740892066735
14435,Others-CCCPS8,1322,26.14754886,91.72799519,590,cycle,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.246293494704993
7875,Broad Street,690,26.13795775,91.74099445,530,car,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.068115942028985
15747,Others-CCCPS98,3103,26.14749998,91.72797778,932,car,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.100354495649372
10499,Others-CCCPS119a,2803,26.14754061,91.72797041,420,bike,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,10.449839457723868
9187,Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.29975111996018
3,BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,10.485441941074523
17059,Shopping,1920,26.15050395,91.73353109,1121,cycle,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.383854166666667
11811,Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,11.444347154262168
3939,BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,10.902620087336246
5251,BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,10.760000000000002
6563,BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1,10.422680412371133
5252,BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,10.831666666666667
17060,Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.453125
14436,Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.29697428139183
2628,BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.14468085106383
15748,Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.13902674830809
10500,Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,10.96981805208705
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,10.909819121447029
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.368442010950721
13124,Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.1959822948587
7876,Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.169565217391304
6564,BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,2,11.47422680412371
4,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,10.559965337954939
11812,Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,10.521607004893124
3940,BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1,11.505967976710334
14437,Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.340847201210288
2629,BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.714893617021275
15749,Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.668030937802127
7877,Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,12.230434782608697
5,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.10675909878683
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.919711299153807
10501,Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.487299322154833
5253,BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,2,11.871666666666666
13125,Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.227987742594486
11813,Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,12.581612155549832
17061,Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.989583333333334
3941,BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,04-10-2016,10:26:00,2016-10-04 10:26:00,2,12.57147016011645
6565,BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,11.523711340206187
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1,12.482170542635659
17062,Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,12.522395833333333
5254,BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,11.907499999999999
13126,Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3,13.26101464078992
15750,Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,12.189945214308732
11814,Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,13.116121555498326
3942,BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,12.13406113537118
7878,Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,12.27826086956522
6566,BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3,13.064948453608247
14438,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,11.898335854765508
6,BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3,12.679549393414211
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,12.095865633074936
10502,Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,11.50478059222262
2630,BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3,13.274468085106383
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,04-10-2016,10:59:00,2016-10-04 10:59:00,2,13.47894474863116
17063,Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,13.043750000000001
5255,BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.4375
7,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.228076256499135
14439,Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.420272314674733
13127,Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.766121893088185
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,13.008810353409658
2631,BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.787234042553193
15751,Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3,14.199935546245568
11815,Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,13.629513262941025
3943,BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.679184861717614
10503,Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.009775240813415
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.637209302325584
6567,BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3,13.569072164948452
7879,Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,2,12.27391304347826
15752,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,12.7150821785369
11816,Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,13.636466649497812
8,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,12.24887348353553
13128,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,12.773272046305754
10504,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,12.015840171245094
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,12.657881136950904
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,13.03170731707317
14440,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,04-10-2016,11:59:00,2016-10-04 11:59:00,3,13.932375189107413
7880,Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,3,13.781159420289855
17064,Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,13.053645833333334
6568,BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,3,13.585567010309278
5256,BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,13.942499999999999
3944,BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,12.722852983988355
2632,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,2,13.778723404255318
17065,Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,15.060416666666667
11817,Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,15.63723924800412
9,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,13.761005199306759
13129,Others-CCCPS202,2937,26.14749053,91.72799688,1397,car,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.775655430711609
5257,BHMNCPHST01,1200,26.14001386,91.73099967,779,cycle,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.449166666666667
9193,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,15.038675958188152
2633,BHMEURBRD01,470,26.14901995,91.7395035,464,car,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.287234042553191
10505,Others-CCCPS119a,2803,26.14754061,91.72797041,604,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.015483410631466
7881,Broad Street,690,26.13795775,91.74099445,683,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.789855072463766
1321,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.163049095607235
3945,BHMMBMMBX01,687,20.0000347,78.00000286,648,bike,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.743231441048035
15753,Others-CCCPS98,3103,26.14749998,91.72797778,1297,truck,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.717982597486303
14441,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3,14.432375189107415
6569,BHMNCPNST01,485,26.14004753,91.73097233,379,car,average,6,0,04-10-2016,12:29:00,2016-10-04 12:29:00,2,14.08144329896907
6570,BHMNCPNST01,485,26.14004753,91.73097233,374,bike,high,8,0,04-10-2016,12:56:00,2016-10-04 12:56:00,3,14.071134020618556
17066,Shopping,1920,26.15050395,91.73353109,1448,car,high,9,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,14.554166666666665
14442,Others-CCCPS8,1322,26.14754886,91.72799519,810,car,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,13.912708018154312
11818,Others-CCCPS135a,3883,26.14749943,91.72800489,3232,car,high,10,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,15.132346124130827
10,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,13.266204506065858
15754,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,high,9,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,14.2150821785369
7882,Broad Street,690,26.13795775,91.74099445,660,bike,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,14.256521739130434
1322,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,13.66046511627907
9194,Others-CCCPS105a,2009,26.14747299,91.72804914,1461,bike,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,14.027227476356396
2634,BHMEURBRD01,470,26.14901995,91.7395035,458,car,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,14.274468085106381
3946,BHMMBMMBX01,687,20.0000347,78.00000286,651,truck,average,6,0,04-10-2016,13:02:00,2016-10-04 13:02:00,2,13.247598253275111
13130,Others-CCCPS202,2937,26.14749053,91.72799688,1367,car,high,9,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,14.265440926115083
5258,BHMNCPHST01,1200,26.14001386,91.73099967,773,truck,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,13.444166666666666
10506,Others-CCCPS119a,2803,26.14754061,91.72797041,596,car,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3,14.51262932572244
3947,BHMMBMMBX01,687,20.0000347,78.00000286,648,car,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,14.243231441048035
6571,BHMNCPNST01,485,26.14004753,91.73097233,375,bike,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,13.57319587628866
11,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,13.255805892547661
5259,BHMNCPHST01,1200,26.14001386,91.73099967,758,car,average,6,0,04-10-2016,13:29:00,2016-10-04 13:29:00,2,12.931666666666665
10507,Others-CCCPS119a,2803,26.14754061,91.72797041,581,car,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,13.007277916518017
1323,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,13.655297157622739
17067,Shopping,1920,26.15050395,91.73353109,1432,cycle,high,9,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,14.545833333333334
2635,BHMEURBRD01,470,26.14901995,91.7395035,450,car,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,14.25744680851064
11819,Others-CCCPS135a,3883,26.14749943,91.72800489,3184,bike,high,10,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,15.119984548029874
14443,Others-CCCPS8,1322,26.14754886,91.72799519,811,truck,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,13.913464447806355
9195,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,car,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,14.026231956197112
7883,Broad Street,690,26.13795775,91.74099445,648,cycle,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,13.239130434782608
13131,Others-CCCPS202,2937,26.14749053,91.72799688,1360,car,high,9,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,14.263057541709227
15755,Others-CCCPS98,3103,26.14749998,91.72797778,1273,cycle,high,8,0,04-10-2016,13:29:00,2016-10-04 13:29:00,3,14.71024814695456
10508,Others-CCCPS119a,2803,26.14754061,91.72797041,576,car,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,11.505494113449874
14444,Others-CCCPS8,1322,26.14754886,91.72799519,815,truck,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,11.916490166414524
5260,BHMNCPHST01,1200,26.14001386,91.73099967,757,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.430833333333332
13132,Others-CCCPS202,2937,26.14749053,91.72799688,1352,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.26033367381682
6572,BHMNCPNST01,485,26.14004753,91.73097233,381,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.585567010309278
15756,Others-CCCPS98,3103,26.14749998,91.72797778,1262,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.206703190460843
11820,Others-CCCPS135a,3883,26.14749943,91.72800489,3145,truck,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.60994076744785
12,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,3,12.212478336221837
7884,Broad Street,690,26.13795775,91.74099445,639,car,high,6,0,04-10-2016,14:02:00,2016-10-04 14:02:00,3,13.226086956521739
17068,Shopping,1920,26.15050395,91.73353109,1430,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.544791666666665
9196,Others-CCCPS105a,2009,26.14747299,91.72804914,1452,car,average,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.522747635639622
1324,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,12.157881136950905
3948,BHMMBMMBX01,687,20.0000347,78.00000286,637,car,high,6,0,04-10-2016,14:02:00,2016-10-04 14:02:00,3,13.22721979621543
2636,BHMEURBRD01,470,26.14901995,91.7395035,446,car,average,4,0,04-10-2016,14:02:00,2016-10-04 14:02:00,2,13.248936170212765
3949,BHMMBMMBX01,687,20.0000347,78.00000286,627,truck,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,12.212663755458514
11821,Others-CCCPS135a,3883,26.14749943,91.72800489,3113,bike,average,5,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,12.601699716713881
13133,Others-CCCPS202,2937,26.14749053,91.72799688,1318,car,average,5,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,12.248757235274091
17069,Shopping,1920,26.15050395,91.73353109,1429,car,average,4,0,04-10-2016,14:29:00,2016-10-04 14:29:00,2,12.044270833333332
